,Report_No,Reported_Date,Race,Sex,Age
50095,KC20042783,6/28/2020,W,F,
50096,KC20035414,5/30/2020,B,M,27.0
50097,KC20039893,6/17/2020,B,M,53.0
50098,KC20042914,6/29/2020,B,M,27.0
50099,KC20034738,5/28/2020,,,
50100,KC20044709,7/6/2020,,,
50101,KC20044654,7/6/2020,W,F,34.0
50102,KC20047171,7/15/2020,B,M,34.0
50103,KC20033849,5/24/2020,B,M,20.0
50104,KC20056179,8/19/2020,,,
50105,KC20041917,6/24/2020,B,M,42.0
50106,KC20046435,7/13/2020,B,M,29.0
50107,KC20043549,7/1/2020,W,M,19.0
50108,KC20045816,7/10/2020,B,F,30.0
50109,KC20040648,6/19/2020,,,
50110,KC20046876,7/14/2020,,,
50111,KC20037178,6/6/2020,B,M,39.0
50112,KC20042690,6/28/2020,,,
50113,KC20038941,6/13/2020,B,M,28.0
50114,KC20035945,6/2/2020,U,M,
50115,KC20042541,6/27/2020,,M,21.0
50116,KC20044970,7/7/2020,W,M,53.0
50117,KC20034624,5/27/2020,B,F,18.0
50118,KC20036355,6/3/2020,,,
50119,KC20045664,7/10/2020,W,F,
50120,KC20046004,7/11/2020,W,M,44.0
50121,KC20044125,7/4/2020,W,F,23.0
50122,KC20046710,7/14/2020,,U,
50123,KC20042580,6/27/2020,W,M,
50124,KC20040912,6/20/2020,B,M,
50125,KC20047286,7/16/2020,B,M,22.0
50126,KC20034993,5/29/2020,W,M,46.0
50127,KC20036449,6/3/2020,U,U,
50128,KC20041415,6/22/2020,B,M,27.0
50129,KC20034509,5/27/2020,,,
50130,KC20038949,6/13/2020,B,F,29.0
50131,KC20045358,7/8/2020,B,F,19.0
50132,KC20044646,7/6/2020,W,F,25.0
50133,KC20038051,6/10/2020,B,M,38.0
50134,KC20042615,6/27/2020,B,F,52.0
50135,KC20047844,7/18/2020,B,M,45.0
50136,KC20044263,7/4/2020,W,M,30.0
50137,KC20035630,6/1/2020,,,
50138,KC20034170,5/26/2020,,,
50139,KC20037413,6/7/2020,W,F,
50140,KC20044576,7/6/2020,B,F,
50141,KC20038162,6/10/2020,W,F,32.0
50142,KC20033749,5/23/2020,B,M,41.0
50143,KC20044294,7/4/2020,W,M,64.0
50144,KC20033662,5/23/2020,W,F,21.0
50145,KC20035761,6/1/2020,,,
50146,KC20045199,7/8/2020,W,F,35.0
50147,KC20038749,6/12/2020,W,M,80.0
50148,KC20046931,7/14/2020,B,M,20.0
50149,KC20033145,5/21/2020,W,F,25.0
50150,KC20046659,7/13/2020,W,M,41.0
50151,KC20034780,5/28/2020,W,M,46.0
50152,KC20037917,6/9/2020,B,M,39.0
50153,KC20041244,6/22/2020,W,M,41.0
50154,KC20034588,5/27/2020,U,M,
50155,KC20046193,7/12/2020,,F,41.0
50156,KC20043712,7/2/2020,B,M,42.0
50157,KC20037298,6/6/2020,B,F,36.0
50158,KC20037313,6/7/2020,B,F,
50159,KC20037737,6/8/2020,W,F,39.0
50160,KC20042412,6/26/2020,W,F,30.0
50161,KC20039866,6/17/2020,,,
50162,KC20042356,6/26/2020,,,
50163,KC20045081,7/7/2020,W,M,36.0
50164,KC20039394,6/15/2020,,,
50165,KC20047381,7/16/2020,W,F,37.0
50166,KC20043320,6/30/2020,,,
50167,KC20047850,7/18/2020,B,F,49.0
50168,KC20043539,7/1/2020,W,F,23.0
50169,KC20040266,6/18/2020,W,M,
50170,KC20044589,7/6/2020,B,F,43.0
50171,KC20047397,7/16/2020,W,M,53.0
50172,KC20035861,6/1/2020,W,F,19.0
50173,KC20047612,7/17/2020,W,M,54.0
50174,KC20043780,7/2/2020,U,F,
50175,KC20035095,5/29/2020,W,F,
50176,KC20047117,7/15/2020,W,M,29.0
50177,KC20040801,6/20/2020,,,
50178,KC20034606,5/27/2020,W,F,25.0
50179,KC20033759,5/24/2020,W,M,32.0
50180,KC20041356,6/22/2020,W,F,34.0
50181,KC20039610,6/16/2020,W,F,38.0
50182,KC20046266,7/12/2020,U,M,47.0
50183,KC20047697,7/18/2020,W,M,29.0
50184,KC20040568,6/19/2020,B,F,41.0
50185,KC20040597,6/19/2020,B,F,49.0
50186,KC20047811,7/18/2020,B,F,35.0
50187,KC20038240,6/10/2020,B,F,31.0
50188,KC20034111,5/25/2020,I,M,29.0
50189,KC20033393,5/22/2020,,,
50190,KC20045883,7/10/2020,B,F,48.0
50191,KC20060055,9/3/2020,B,M,
50192,KC20036373,6/3/2020,B,F,
50193,KC20038179,6/10/2020,B,F,29.0
50194,KC20043142,6/30/2020,W,M,33.0
50195,KC20044964,7/7/2020,B,M,58.0
50196,KC20040929,6/20/2020,B,M,35.0
50197,KC20046400,7/13/2020,B,M,40.0
50198,KC20032939,5/20/2020,B,M,
50199,KC20038627,6/12/2020,W,M,34.0
50200,KC20043054,6/29/2020,B,F,34.0
50201,KC20043265,6/30/2020,W,F,
50202,KC20037900,6/9/2020,W,M,21.0
50203,KC20041379,6/22/2020,W,M,36.0
50204,KC20041696,6/24/2020,B,F,27.0
50205,KC20044281,7/4/2020,B,M,62.0
50206,KC20042157,6/26/2020,B,M,19.0
50207,KC20036936,6/5/2020,,,
50208,KC20035546,5/31/2020,W,M,34.0
50209,KC20033047,5/21/2020,W,F,
50210,KC20037565,6/8/2020,W,M,36.0
50211,KC20036024,6/2/2020,B,M,
50212,KC20034021,5/25/2020,B,M,29.0
50213,KC20037800,6/9/2020,,,
50214,KC20043527,7/1/2020,U,M,26.0
50215,KC20042820,6/28/2020,B,F,29.0
50216,KC20043204,6/30/2020,W,F,46.0
50217,KC20044042,7/3/2020,B,M,60.0
50218,KC20047521,7/17/2020,W,F,52.0
50219,KC20041823,6/24/2020,B,F,
50220,KC20046481,7/13/2020,W,M,28.0
50221,KC20037458,6/7/2020,W,M,33.0
50222,KC20036986,6/5/2020,W,M,32.0
50223,KC20039051,6/14/2020,B,F,20.0
50224,KC20046603,7/13/2020,B,M,
50225,KC20043683,7/2/2020,W,M,61.0
50226,KC20039447,6/15/2020,B,M,44.0
50227,KC20033516,5/23/2020,B,F,31.0
50228,KC20043093,6/29/2020,B,M,39.0
50229,KC20041117,6/21/2020,W,M,48.0
50230,KC20034142,5/25/2020,B,M,33.0
50231,KC20040410,6/19/2020,W,M,31.0
50232,KC20044210,7/4/2020,B,M,27.0
50233,KC20035283,5/30/2020,W,F,51.0
50234,KC20034553,5/27/2020,,,
50235,KC20047067,7/15/2020,B,F,22.0
50236,KC20044767,7/6/2020,B,F,30.0
50237,KC20040994,6/21/2020,B,F,92.0
50238,KC20045986,7/11/2020,,,
50239,KC20039039,6/14/2020,W,F,
50240,KC20046744,7/14/2020,,,
50241,KC20047460,7/17/2020,W,M,48.0
50242,KC20036971,6/5/2020,W,F,
50243,KC20037043,6/5/2020,B,M,30.0
50244,KC20044824,7/6/2020,W,M,
50245,KC20034526,5/27/2020,B,M,20.0
50246,KC20036090,6/3/2020,U,M,27.0
50247,KC20042254,6/26/2020,W,M,41.0
50248,KC20043960,7/3/2020,W,M,39.0
50249,KC20038025,6/10/2020,B,M,37.0
50250,KC20033466,5/22/2020,W,F,27.0
50251,KC20037326,6/7/2020,B,F,
50252,KC20044874,7/7/2020,,,
50253,KC20036412,6/3/2020,W,M,62.0
50254,KC20045167,7/8/2020,B,F,23.0
50255,KC20033307,5/22/2020,B,F,41.0
50256,KC20043916,7/3/2020,W,M,26.0
50257,KC20040636,6/19/2020,,,
50258,KC20044394,7/5/2020,B,M,32.0
50259,KC20042137,6/25/2020,W,M,
50260,KC20038220,6/10/2020,B,M,
50261,KC20040181,6/18/2020,W,M,30.0
50262,KC20037279,6/7/2020,B,M,
50263,KC20045602,7/9/2020,W,F,41.0
50264,KC20043824,7/2/2020,B,M,59.0
50265,KC20034645,5/27/2020,W,M,
50266,KC20033013,5/21/2020,B,M,36.0
50267,KC20034363,5/26/2020,B,F,22.0
50268,KC20034707,5/28/2020,B,M,26.0
50269,KC20034481,5/27/2020,B,F,
50270,KC20045351,7/8/2020,W,M,43.0
50271,KC20046947,7/15/2020,U,M,
50272,KC20033853,5/24/2020,U,U,
50273,KC20047180,7/16/2020,,M,
50274,KC20035724,6/1/2020,W,F,26.0
50275,KC20039768,6/16/2020,W,M,79.0
50276,KC20045142,7/8/2020,B,F,30.0
50277,KC20039090,6/14/2020,W,M,26.0
50278,KC20037401,6/7/2020,B,M,55.0
50279,KC20043659,7/1/2020,B,F,38.0
50280,KC20040709,6/20/2020,W,M,
50281,KC20042881,6/29/2020,W,M,59.0
50282,KC20040750,6/20/2020,,,
50283,KC20040722,6/20/2020,B,F,53.0
50284,KC20042775,6/28/2020,B,M,52.0
50285,KC20041398,6/22/2020,W,F,44.0
50286,KC20042485,6/27/2020,W,M,
50287,KC20041181,6/22/2020,B,M,48.0
50288,KC20036975,6/5/2020,B,F,
50289,KC20039152,6/14/2020,W,F,29.0
50290,KC20042298,6/26/2020,W,M,25.0
50291,KC20034725,5/28/2020,B,M,27.0
50292,KC20047025,7/15/2020,B,F,31.0
50293,KC20041438,6/22/2020,W,M,34.0
50294,KC20043005,6/29/2020,B,F,28.0
50295,KC20035159,5/29/2020,W,M,22.0
50296,KC20033206,5/21/2020,W,F,45.0
50297,KC20036105,6/3/2020,W,M,35.0
50298,KC20034918,5/28/2020,B,F,71.0
50299,KC20033960,5/24/2020,W,M,20.0
50300,KC20038082,6/10/2020,,,
50301,KC20038944,6/13/2020,W,M,54.0
50302,KC20036516,6/4/2020,W,M,38.0
50303,KC20038505,6/11/2020,W,F,92.0
50304,KC20042681,6/28/2020,B,M,23.0
50305,KC20047440,7/17/2020,W,M,70.0
50306,KC20038690,6/12/2020,W,F,31.0
50307,KC20042991,6/29/2020,B,M,67.0
50308,KC20037039,6/5/2020,B,M,36.0
50309,KC20043580,7/1/2020,,,
50310,KC20042550,6/27/2020,B,M,60.0
50311,KC20044075,7/3/2020,B,M,
50312,KC20033960,5/24/2020,W,F,46.0
50313,KC20039301,6/15/2020,B,F,32.0
50314,KC20036774,6/5/2020,W,M,27.0
50315,KC20047243,7/16/2020,,,
50316,KC20035297,5/30/2020,,,
50317,KC20036339,6/3/2020,B,M,
50318,KC20045879,7/10/2020,B,F,26.0
50319,KC20041109,6/21/2020,B,F,26.0
50320,KC20042590,6/27/2020,,,
50321,KC20044480,7/5/2020,W,M,19.0
50322,KC20046340,7/12/2020,B,M,29.0
50323,KC20035041,5/29/2020,,,
50324,KC20044807,7/6/2020,B,F,34.0
50325,KC20041593,6/23/2020,B,M,45.0
50326,KC20040587,6/19/2020,B,M,
50327,KC20047674,7/17/2020,B,M,
50328,KC20047788,7/18/2020,W,M,49.0
50329,KC20035843,6/1/2020,B,F,39.0
50330,KC20047301,7/16/2020,B,M,
50331,KC20040979,6/21/2020,U,F,55.0
50332,KC20040005,6/17/2020,B,F,39.0
50333,KC20047715,7/18/2020,W,F,19.0
50334,KC20034443,5/26/2020,W,F,43.0
50335,KC20044369,7/5/2020,B,F,40.0
50336,KC20036266,6/3/2020,,,
50337,KC20038106,6/10/2020,W,M,82.0
50338,KC20037037,6/5/2020,B,M,22.0
50339,KC20042735,6/28/2020,U,F,59.0
50340,KC20037416,6/7/2020,W,F,31.0
50341,KC20046238,7/12/2020,B,M,48.0
50342,KC20035643,6/1/2020,W,M,28.0
50343,KC20038146,6/10/2020,B,M,96.0
50344,KC20046569,7/13/2020,B,M,46.0
50345,KC20043569,7/1/2020,,,
50346,KC20046311,7/12/2020,,U,26.0
50347,KC20042834,6/28/2020,B,M,59.0
50348,KC20036822,6/5/2020,W,F,20.0
50349,KC20038728,6/12/2020,B,F,31.0
50350,KC20043397,7/1/2020,W,M,52.0
50351,KC20036037,6/2/2020,W,M,18.0
50352,KC20037131,6/6/2020,B,F,20.0
50353,KC20043280,6/30/2020,B,M,22.0
50354,KC20038745,6/12/2020,B,M,59.0
50355,KC20043235,6/30/2020,W,M,25.0
50356,KC20035193,5/29/2020,B,M,59.0
50357,KC20033200,5/21/2020,B,F,32.0
50358,KC20044595,7/6/2020,W,M,39.0
50359,KC20034464,5/27/2020,W,M,18.0
50360,KC20045477,7/9/2020,W,F,71.0
50361,KC20036563,6/4/2020,W,M,30.0
50362,KC20041149,6/22/2020,B,F,30.0
50363,KC20047643,7/17/2020,W,M,39.0
50364,KC20040174,6/18/2020,,,
50365,KC20046637,7/13/2020,B,M,32.0
50366,KC20042392,6/26/2020,W,F,32.0
50367,KC20037837,6/9/2020,W,M,30.0
50368,KC20032797,5/20/2020,U,M,50.0
50369,KC20046077,7/11/2020,B,F,40.0
50370,KC20040419,6/19/2020,B,F,42.0
50371,KC20040802,6/20/2020,,,
50372,KC20043209,6/30/2020,,,
50373,KC20040730,6/20/2020,W,M,28.0
50374,KC20040764,6/20/2020,B,M,24.0
50375,KC20046433,7/13/2020,U,F,65.0
50376,KC20033629,5/23/2020,B,M,
50377,KC20045899,7/10/2020,,,
50378,KC20037562,6/8/2020,B,F,77.0
50379,KC20042114,6/25/2020,B,F,32.0
50380,KC20033341,5/22/2020,W,M,49.0
50381,KC20042055,6/25/2020,B,M,27.0
50382,KC20037096,6/6/2020,W,M,
50383,KC20045682,7/10/2020,B,M,28.0
50384,KC20046710,7/14/2020,W,M,31.0
50385,KC20038697,6/12/2020,W,F,18.0
50386,KC20040690,6/19/2020,W,M,56.0
50387,KC20040913,6/20/2020,B,M,
50388,KC20032909,5/20/2020,W,F,35.0
50389,KC20033728,5/23/2020,B,M,59.0
50390,KC20046793,7/14/2020,W,F,32.0
50391,KC20046140,7/12/2020,B,M,21.0
50392,KC20035571,5/31/2020,W,F,32.0
50393,KC20044319,7/5/2020,B,F,30.0
50394,KC20043352,6/30/2020,B,F,26.0
50395,KC20034115,5/25/2020,B,F,
50396,KC20034852,5/28/2020,W,M,28.0
50397,KC20033436,5/22/2020,W,M,78.0
50398,KC20032958,5/20/2020,B,M,48.0
50399,KC20043476,7/1/2020,B,M,36.0
50400,KC20033689,5/23/2020,W,M,50.0
50401,KC20036024,6/2/2020,B,F,25.0
50402,KC20034375,5/26/2020,B,M,42.0
50403,KC20047866,7/18/2020,W,F,21.0
50404,KC20034452,5/26/2020,B,F,32.0
50405,KC20046996,7/15/2020,,,
50406,KC20047319,7/16/2020,W,M,41.0
50407,KC20042869,6/29/2020,B,M,21.0
50408,KC20042347,6/26/2020,W,F,28.0
50409,KC20034573,5/27/2020,W,M,
50410,KC20038346,6/11/2020,W,M,37.0
50411,KC20047910,7/19/2020,B,M,23.0
50412,KC20035547,5/31/2020,W,M,24.0
50413,KC20046245,7/12/2020,W,F,34.0
50414,KC20040756,6/20/2020,,,
50415,KC20035736,6/1/2020,,,
50416,KC20045026,7/7/2020,W,M,41.0
50417,KC20038548,6/11/2020,B,M,
50418,KC20035313,5/30/2020,W,F,36.0
50419,KC20034554,5/27/2020,W,M,52.0
50420,KC20037029,6/5/2020,W,M,
50421,KC20034637,5/27/2020,B,M,
50422,KC20046608,7/13/2020,B,M,
50423,KC20036125,6/2/2020,B,M,18.0
50424,KC20046686,7/14/2020,B,M,33.0
50425,KC20034679,5/27/2020,B,M,45.0
50426,KC20033706,5/23/2020,W,M,40.0
50427,KC20046260,7/12/2020,B,F,37.0
50428,KC20039826,6/16/2020,B,M,61.0
50429,KC20032860,5/20/2020,B,M,34.0
50430,KC20036920,6/5/2020,B,M,67.0
50431,KC20037547,6/8/2020,,,
50432,KC20045137,7/8/2020,B,M,42.0
50433,KC20043496,7/1/2020,W,F,23.0
50434,KC20034799,5/28/2020,W,F,55.0
50435,KC20044283,7/4/2020,B,M,41.0
50436,KC20036785,6/5/2020,W,F,25.0
50437,KC20042313,6/26/2020,W,F,31.0
50438,KC20042042,6/25/2020,W,F,21.0
50439,KC20038651,6/12/2020,W,M,46.0
50440,KC20041124,6/21/2020,W,F,
50441,KC20032969,5/20/2020,B,F,
50442,KC20045967,7/11/2020,W,M,59.0
50443,KC20039628,6/16/2020,U,F,60.0
50444,KC20039453,6/15/2020,B,F,50.0
50445,KC20046794,7/14/2020,W,M,
50446,KC20046359,7/12/2020,B,M,40.0
50447,KC20036049,5/30/2020,W,M,29.0
50448,KC20038801,6/13/2020,B,F,33.0
50449,KC20033883,5/24/2020,W,M,22.0
50450,KC20033589,5/23/2020,B,F,55.0
50451,KC20034702,5/28/2020,W,F,21.0
50452,KC20040667,6/19/2020,B,M,20.0
50453,KC20045090,7/7/2020,W,M,22.0
50454,KC20043585,7/1/2020,W,M,57.0
50455,KC20033257,5/21/2020,B,F,18.0
50456,KC20046923,7/14/2020,W,F,34.0
50457,KC20039155,6/14/2020,B,M,38.0
50458,KC20037149,6/6/2020,B,M,26.0
50459,KC20043266,6/30/2020,W,F,27.0
50460,KC20038690,6/12/2020,W,M,37.0
50461,KC20040746,6/20/2020,B,M,
50462,KC20034132,5/25/2020,B,M,24.0
50463,KC20043393,7/1/2020,B,F,19.0
50464,KC20041795,6/24/2020,,,
50465,KC20034535,5/27/2020,,,
50466,KC20036737,6/4/2020,B,M,42.0
50467,KC20039061,6/14/2020,W,M,39.0
50468,KC20046202,7/12/2020,B,F,45.0
50469,KC20033386,5/22/2020,B,M,18.0
50470,KC20037405,6/7/2020,W,M,51.0
50471,KC20040924,6/20/2020,W,M,36.0
50472,KC20045843,7/10/2020,W,M,
50473,KC20036817,6/5/2020,,,
50474,KC20037732,6/8/2020,W,F,27.0
50475,KC20044197,7/4/2020,U,F,32.0
50476,KC20039212,6/14/2020,B,M,
50477,KC20042714,6/28/2020,W,M,
50478,KC20044191,7/4/2020,W,M,55.0
50479,KC20040118,6/17/2020,W,M,25.0
50480,KC20046650,7/13/2020,W,M,74.0
50481,KC20042827,6/28/2020,B,F,
50482,KC20047134,7/15/2020,U,U,
50483,KC20046525,7/13/2020,W,M,
50484,KC20039813,6/16/2020,W,M,26.0
50485,KC20046741,7/14/2020,B,M,27.0
50486,KC20034020,5/25/2020,B,M,30.0
50487,KC20042613,6/27/2020,U,F,22.0
50488,KC20044387,7/5/2020,B,M,57.0
50489,KC20034238,5/26/2020,,,
50490,KC20043353,6/30/2020,B,M,
50491,KC20034718,5/28/2020,W,M,38.0
50492,KC20036893,6/5/2020,U,U,18.0
50493,KC20034937,5/28/2020,W,M,25.0
50494,KC20036715,6/4/2020,U,F,49.0
50495,KC20037975,6/9/2020,B,M,37.0
50496,KC20035096,5/29/2020,B,F,
50497,KC20033121,5/21/2020,,,
50498,KC20044722,7/6/2020,W,M,63.0
50499,KC20047683,7/18/2020,B,M,25.0
50500,KC20039726,6/16/2020,B,M,48.0
50501,KC20040590,6/19/2020,,,
50502,KC20038953,6/13/2020,W,F,58.0
50503,KC20043217,6/30/2020,B,M,29.0
50504,KC20047016,7/17/2020,W,M,22.0
50505,KC20037442,6/7/2020,B,M,41.0
50506,KC20047793,7/18/2020,W,F,34.0
50507,KC20041918,6/24/2020,W,M,
50508,KC20047753,7/18/2020,W,F,49.0
50509,KC20047936,7/19/2020,W,F,59.0
50510,KC20032987,5/20/2020,W,M,22.0
50511,KC20039492,6/15/2020,B,M,
50512,KC20039575,6/16/2020,W,M,35.0
50513,KC20045927,7/11/2020,W,M,25.0
50514,KC20040476,6/19/2020,W,F,39.0
50515,KC20035783,6/1/2020,W,M,52.0
50516,KC20046357,7/12/2020,W,M,31.0
50517,KC20034186,5/26/2020,W,F,33.0
50518,KC20033824,5/24/2020,B,F,27.0
50519,KC20038722,6/12/2020,,,
50520,KC20044943,7/7/2020,W,M,27.0
50521,KC20046170,7/12/2020,W,M,36.0
50522,KC20036034,6/2/2020,W,M,40.0
50523,KC20044419,7/5/2020,B,F,58.0
50524,KC20034082,5/25/2020,B,F,31.0
50525,KC20034416,5/26/2020,B,M,28.0
50526,KC20036119,6/2/2020,,,
50527,KC20044899,7/7/2020,B,M,45.0
50528,KC20046857,7/14/2020,W,M,49.0
50529,KC20036976,6/5/2020,,,
50530,KC20036440,6/3/2020,W,M,37.0
50531,KC20037844,6/9/2020,B,M,
50532,KC20047014,7/15/2020,B,M,
50533,KC20036365,6/3/2020,,,
50534,KC20038627,6/12/2020,,,
50535,KC20036627,6/4/2020,B,M,59.0
50536,KC20038915,6/13/2020,B,M,
50537,KC20047372,7/16/2020,W,M,29.0
50538,KC20043755,7/2/2020,W,M,
50539,KC20038568,6/12/2020,B,M,42.0
50540,KC20039548,6/15/2020,B,F,35.0
50541,KC20034809,5/28/2020,W,M,55.0
50542,KC20036644,6/4/2020,W,M,52.0
50543,KC20040365,6/18/2020,W,F,22.0
50544,KC20035909,6/2/2020,B,M,26.0
50545,KC20036609,6/4/2020,B,M,60.0
50546,KC20043812,7/2/2020,W,M,78.0
50547,KC20046458,7/13/2020,,,
50548,KC20034154,5/26/2020,W,F,24.0
50549,KC20035859,6/1/2020,W,M,18.0
50550,KC20043704,7/2/2020,W,M,32.0
50551,KC20042217,6/26/2020,B,M,54.0
50552,KC20035622,5/31/2020,W,M,49.0
50553,KC20037339,6/7/2020,W,F,24.0
50554,KC20039143,6/14/2020,W,M,
50555,KC20039253,6/15/2020,W,M,52.0
50556,KC20034582,5/27/2020,W,M,36.0
50557,KC20041121,6/21/2020,B,F,71.0
50558,KC20041533,6/23/2020,U,F,40.0
50559,KC20043070,6/29/2020,B,F,40.0
50560,KC20046486,7/13/2020,W,M,28.0
50561,KC20036345,6/3/2020,,U,
50562,KC20046931,7/14/2020,,,
50563,KC20045419,7/9/2020,,,
50564,KC20037657,6/8/2020,W,F,58.0
50565,KC20043272,6/30/2020,B,F,
50566,KC20045316,7/8/2020,I,M,55.0
50567,KC20034961,5/28/2020,,,
50568,KC20034670,5/27/2020,W,M,38.0
50569,KC20046955,7/15/2020,W,M,46.0
50570,KC20038601,6/12/2020,W,M,31.0
50571,KC20035442,5/31/2020,B,F,22.0
50572,KC20041897,6/24/2020,,,
50573,KC20037685,6/8/2020,B,M,
50574,KC20044982,7/7/2020,,,
50575,KC20039376,6/15/2020,,,
50576,KC20038341,6/11/2020,,,
50577,KC20044126,7/4/2020,W,M,49.0
50578,KC20040652,6/19/2020,B,M,27.0
50579,KC20041214,6/22/2020,W,M,36.0
50580,KC20035497,5/31/2020,B,M,20.0
50581,KC20036322,6/3/2020,W,F,71.0
50582,KC20041441,6/22/2020,B,F,21.0
50583,KC20033096,5/21/2020,W,M,24.0
50584,KC20039965,6/17/2020,,,
50585,KC20047184,7/16/2020,,,
50586,KC20036027,6/2/2020,W,M,40.0
50587,KC20038733,6/12/2020,W,M,33.0
50588,KC20038076,6/10/2020,W,M,47.0
50589,KC20038459,6/11/2020,B,F,70.0
50590,KC20035958,6/2/2020,W,F,35.0
50591,KC20037500,6/8/2020,B,F,38.0
50592,KC20044330,7/5/2020,B,M,21.0
50593,KC20042447,6/27/2020,B,M,35.0
50594,KC20039717,6/16/2020,B,M,
50595,KC20033466,5/22/2020,W,M,32.0
50596,KC20039683,6/16/2020,W,F,44.0
50597,KC20038428,6/11/2020,,,
50598,KC20046386,7/13/2020,U,M,
50599,KC20033073,5/21/2020,B,M,26.0
50600,KC20036727,6/4/2020,B,F,23.0
50601,KC20047603,7/17/2020,B,F,19.0
50602,KC20032755,5/20/2020,B,M,22.0
50603,KC20033554,5/23/2020,B,M,28.0
50604,KC20035353,5/30/2020,W,M,40.0
50605,KC20035914,6/2/2020,,,
50606,KC20043604,7/1/2020,B,M,30.0
50607,KC20043853,7/2/2020,,,
50608,KC20045086,7/7/2020,B,F,26.0
50609,KC20043366,6/30/2020,W,F,25.0
50610,KC20046713,7/14/2020,B,F,32.0
50611,KC20041940,6/25/2020,B,M,
50612,KC20043034,6/29/2020,B,M,52.0
50613,KC20039034,6/14/2020,B,M,28.0
50614,KC20035135,5/29/2020,B,F,23.0
50615,KC20047721,7/18/2020,W,F,65.0
50616,KC20036228,6/3/2020,,M,25.0
50617,KC20033538,5/23/2020,B,F,25.0
50618,KC20045827,7/10/2020,W,F,19.0
50619,KC20033672,5/23/2020,B,F,51.0
50620,KC20044827,7/6/2020,B,F,45.0
50621,KC20036891,6/5/2020,B,F,40.0
50622,KC20043488,7/1/2020,B,M,65.0
50623,KC20035824,6/1/2020,W,M,
50624,KC20032870,5/20/2020,W,M,43.0
50625,KC20044499,7/5/2020,W,M,43.0
50626,KC20042319,6/26/2020,B,M,54.0
50627,KC20033466,5/22/2020,W,M,26.0
50628,KC20032939,5/20/2020,B,F,43.0
50629,KC20041132,6/21/2020,B,F,46.0
50630,KC20047833,7/18/2020,B,M,28.0
50631,KC20036729,6/4/2020,B,F,44.0
50632,KC20044264,7/4/2020,W,M,42.0
50633,KC20038815,6/13/2020,W,M,26.0
50634,KC20035003,5/29/2020,U,F,26.0
50635,KC20040219,6/18/2020,W,F,19.0
50636,KC20039238,6/15/2020,W,F,36.0
50637,KC20040945,6/21/2020,W,M,46.0
50638,KC20038747,6/12/2020,B,F,21.0
50639,KC20037088,6/6/2020,B,F,33.0
50640,KC20032854,5/20/2020,B,M,33.0
50641,KC20045210,7/8/2020,,,
50642,KC20033772,5/24/2020,U,F,36.0
50643,KC20035690,6/1/2020,W,M,31.0
50644,KC20046939,7/15/2020,B,M,
50645,KC20041101,6/21/2020,B,F,22.0
50646,KC20045460,7/9/2020,B,M,36.0
50647,KC20042813,6/28/2020,W,F,36.0
50648,KC20043481,7/1/2020,B,F,25.0
50649,KC20038217,6/10/2020,W,M,25.0
50650,KC20034647,5/27/2020,U,U,
50651,KC20038763,6/12/2020,B,M,36.0
50652,KC20043985,7/3/2020,B,M,28.0
50653,KC20044320,7/5/2020,B,M,34.0
50654,KC20044446,7/5/2020,B,M,26.0
50655,KC20039788,6/16/2020,B,M,25.0
50656,KC20041043,6/21/2020,B,F,24.0
50657,KC20039391,6/15/2020,B,M,
50658,KC20044204,7/4/2020,W,M,48.0
50659,KC20032750,5/20/2020,W,M,25.0
50660,KC20042869,6/29/2020,B,M,
50661,KC20039878,6/17/2020,W,M,31.0
50662,KC20039167,6/14/2020,W,M,33.0
50663,KC20041230,6/22/2020,W,F,43.0
50664,KC20040727,6/20/2020,W,F,39.0
50665,KC20042724,6/28/2020,B,M,25.0
50666,KC20036542,6/4/2020,B,M,41.0
50667,KC20045934,7/11/2020,B,M,25.0
50668,KC20046906,7/14/2020,B,M,61.0
50669,KC20041823,6/24/2020,B,M,
50670,KC20035942,6/2/2020,B,M,53.0
50671,KC20047228,7/16/2020,B,F,33.0
50672,KC20037779,6/9/2020,B,M,
50673,KC20040240,6/18/2020,W,M,25.0
50674,KC20044287,7/4/2020,W,F,30.0
50675,KC20044060,7/3/2020,B,F,50.0
50676,KC20041327,6/22/2020,B,M,
50677,KC20034049,5/25/2020,B,F,24.0
50678,KC20040381,6/18/2020,B,F,36.0
50679,KC20037303,6/7/2020,B,F,36.0
50680,KC20046887,7/14/2020,B,M,64.0
50681,KC20038548,6/11/2020,B,F,
50682,KC20046904,7/14/2020,B,M,18.0
50683,KC20035934,6/2/2020,,,
50684,KC20037635,6/8/2020,B,M,
50685,KC20038006,6/9/2020,B,M,26.0
50686,KC20038841,6/13/2020,W,M,27.0
50687,KC20044842,7/7/2020,,,
50688,KC20033923,5/24/2020,B,M,26.0
50689,KC20032764,5/20/2020,B,M,33.0
50690,KC20037060,6/6/2020,B,M,26.0
50691,KC20039344,6/15/2020,W,F,66.0
50692,KC20041548,6/23/2020,,,
50693,KC20034124,5/25/2020,B,M,22.0
50694,KC20038827,6/13/2020,W,M,41.0
50695,KC20044259,7/4/2020,B,F,23.0
50696,KC20036020,6/2/2020,W,M,32.0
50697,KC20033453,5/22/2020,,,
50698,KC20045587,7/9/2020,W,M,50.0
50699,KC20042606,6/27/2020,W,M,
50700,KC20042972,6/29/2020,W,F,41.0
50701,KC20041682,6/23/2020,B,M,24.0
50702,KC20035469,5/31/2020,,,
